mouse_life_stage,Early adult
pvalue,0.3486617
analysis_id,4ov30x4179raq7e
parameter_id,IMPC_EYE_026_001
mouse_strain,C57BL
gene_accession_id,MGI:1916846
gene_symbol,Ap5s1
parameter_name,Retinal Blood Vessels Pattern
