mouse_strain,129SV
parameter_name,Naive CD8+ T cells - % of CD8+
analysis_id,h1g0h5kyv1w6772
pvalue,0.9205654
parameter_id,MGP_MLN_015_001
gene_symbol,Cds2
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
