parameter_id,MGP_IMM_028_001
mouse_strain,C57BL
parameter_name,KLRG1+ CD4- NKT cells - % of CD4- NKT cells
mouse_life_stage,Early adult
analysis_id,23l798838v0yn82
gene_symbol,Psmd14
pvalue,0.440921
gene_accession_id,MGI:1913284
