gene_symbol,Tbl1xr1
parameter_name,Effector Treg cells - % of Treg
analysis_id,v71o747xi0h86np
mouse_life_stage,Late adult
pvalue,0.2352766
parameter_id,MGP_IMM_010_001
mouse_strain,C57BL
gene_accession_id,MGI:2441730
