mouse_life_stage,E18.5
analysis_id,0fjdvbi64ti7659
parameter_id,IMPC_CBC_005_001
mouse_strain,C57BL
parameter_name,Creatinine
gene_symbol,Nanp
pvalue,0.2244575
gene_accession_id,MGI:1914561
