mouse_strain,C57BL
parameter_name,Periphery resting time
parameter_id,HRWLLA_OFD_011_001
gene_accession_id,MGI:95457
mouse_life_stage,Early adult
gene_symbol,Mecom
pvalue,0.8801391
analysis_id,215v0b4s7kyb86w
