gene_symbol,Atf3
mouse_life_stage,Early adult
parameter_name,KLRG1+ NK cells - % of CD45+
pvalue,0.3401805
gene_accession_id,MGI:109384
parameter_id,MGP_MLN_093_001
analysis_id,1lr9s4w5h17839i
mouse_strain,C57BL
