gene_symbol,Secisbp2l
analysis_id,mmxu1p92ioaokl6
pvalue,0.3087801
gene_accession_id,MGI:1917604
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_id,JAX_OFD_017_001
parameter_name,Center average speed
