parameter_name,Whole arena average speed
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.872372
parameter_id,ESLIM_007_001_005
gene_symbol,Ints7
gene_accession_id,MGI:1924315
analysis_id,wdkp9j198k9sjc4
