gene_symbol,Zyg11b
mouse_life_stage,E18.5
pvalue,0.7088807
parameter_name,ST
gene_accession_id,MGI:2685277
mouse_strain,C57BL
analysis_id,502c48d87tksyy9
parameter_id,IMPC_ECG_008_001
