parameter_id,M-G-P_014_001_009
gene_accession_id,MGI:1915087
mouse_life_stage,E9.5
gene_symbol,Tiprl
parameter_name,lens
analysis_id,kd9d2q4x9q148kt
mouse_strain,C57BL
pvalue,0.8145997
