pvalue,0.5811162
parameter_id,IMPC_OFD_012_001
gene_symbol,Mov10
gene_accession_id,MGI:97054
parameter_name,Periphery permanence time
analysis_id,9gr92ekch177dhl
mouse_strain,C57BL
mouse_life_stage,Early adult
