parameter_id,IMPC_CBC_018_001
analysis_id,4h34f494c3m8537
parameter_name,Glucose
gene_accession_id,MGI:1914672
mouse_life_stage,Early adult
gene_symbol,Dhdds
pvalue,0.9597247
mouse_strain,C57BL
