parameter_id,HMGULA_CBC_018_001
mouse_strain,C57BL
gene_symbol,Wars2
mouse_life_stage,Early adult
analysis_id,qwv5s86x37214d8
parameter_name,Glucose
gene_accession_id,MGI:1917810
pvalue,0.3158047
