parameter_id,IMPC_IMM_052_001
analysis_id,7ydk9627n80b82a
pvalue,0.1681224
gene_symbol,Traf6
mouse_strain,C57BL
parameter_name,Eosinophils
mouse_life_stage,Early adult
gene_accession_id,MGI:108072
