gene_symbol,Tnfsf10
parameter_name,Eosinophils - % of CD45+
mouse_life_stage,Early adult
analysis_id,6v93b16116p2jf4
mouse_strain,C57BL
pvalue,0.5144101
gene_accession_id,MGI:107414
parameter_id,MGP_IMM_125_001
