parameter_id,IMPC_ABR_004_001
gene_accession_id,MGI:105072
parameter_name,6kHz-evoked ABR Threshold
pvalue,0.9285217
mouse_strain,C57BL
analysis_id,832m89n1wf98wnf
gene_symbol,Rab22a
mouse_life_stage,Early adult
