gene_accession_id,MGI:97838
gene_symbol,Eprs1
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,MGP_PBI_015_001
pvalue,0.3069578
parameter_name,IgD+ mature B cell percentage
analysis_id,4129dr04e42653h
