parameter_name,Startle response
gene_accession_id,MGI:88461
analysis_id,9201ob0e2u1r21l
gene_symbol,Col6a3
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.7570012
parameter_id,IMPC_CSD_036_001
