parameter_name,Creatinine
pvalue,0.9139539
mouse_life_stage,Early adult
gene_symbol,Bmp7
mouse_strain,C57BL
parameter_id,JAX_URI_002_001
gene_accession_id,MGI:103302
analysis_id,3y387yt5d593n96
