gene_symbol,Frmpd1
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2446274
analysis_id,jzga93xdxo9rf95
pvalue,0.1230025
parameter_id,JAX_OFD_016_001
parameter_name,Center permanence time
