gene_symbol,Dnajc8
analysis_id,r1n83fhh82nikg5
parameter_name,Gait
gene_accession_id,MGI:1915848
parameter_id,IMPC_CSD_033_001
pvalue,0.1344152
mouse_life_stage,Early adult
mouse_strain,C57BL
