mouse_life_stage,E9.5
parameter_id,MGP_PBI_038_001
gene_symbol,Hspa5
pvalue,0.1244108
parameter_name,Ly6Clow monocyte number
gene_accession_id,MGI:95835
analysis_id,21mp2qir18e8y24
mouse_strain,C57BL
