gene_symbol,Cdin1
mouse_life_stage,E9.5
pvalue,0.8668434
parameter_id,IMPC_OWT_004_001
analysis_id,6ie9kj53bh14p4j
mouse_strain,C57BL
parameter_name,Right kidney weight
gene_accession_id,MGI:3026886
