mouse_strain,129SV
parameter_name,Eosinophils - % of CD45+
parameter_id,MGP_IMM_125_001
mouse_life_stage,Early adult
gene_symbol,Arpc2
analysis_id,v994u5fe8b656ie
pvalue,0.9348135
gene_accession_id,MGI:1923959
