gene_symbol,Tiprl
parameter_id,IMPC_XRY_064_001
gene_accession_id,MGI:1915087
analysis_id,vrx759a260195eb
mouse_life_stage,E9.5
pvalue,0.3932236
mouse_strain,C57BL
parameter_name,Thoracic processes
