gene_symbol,Eprs1
pvalue,0.4921234
mouse_strain,C57BL
gene_accession_id,MGI:97838
parameter_id,MGP_IMM_110_001
mouse_life_stage,E12.5
parameter_name,Transitional 1 B cells - % of CD45+
analysis_id,lp799bktz35ehd6
