gene_symbol,Secisbp2l
pvalue,0.2454445
gene_accession_id,MGI:1917604
parameter_name,Body Weight
parameter_id,M-G-P_012_001_005
mouse_life_stage,Late adult
analysis_id,s15d7l24372g3hv
mouse_strain,C57BL
