mouse_strain,C57BL
analysis_id,1jj219439f6749n
pvalue,0.5150359
gene_accession_id,MGI:1336200
parameter_name,Bone Mineral Density (excluding skull)
gene_symbol,Hpca
mouse_life_stage,Early adult
parameter_id,IMPC_DXA_004_001
