gene_accession_id,MGI:2385156
gene_symbol,Sdcbp2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_121_001
pvalue,0.1573433
parameter_name,Macrophages - % of CD45+
analysis_id,x8j3ys0ct328n6s
