gene_accession_id,MGI:88479
gene_symbol,Cpa3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_MLN_072_001
pvalue,0.3568991
parameter_name,KLRG1+ Treg cells - % of CD45+
analysis_id,f577xt5pmn3e6ls
