parameter_id,MGP_MLN_005_001
mouse_strain,C57BL
pvalue,0.257487
analysis_id,k9wx5i06f0jf8t2
gene_symbol,Cpa3
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
mouse_life_stage,Early adult
gene_accession_id,MGI:88479
