gene_symbol,Ints7
analysis_id,vftep7rd9h38d2o
parameter_id,JAX_LDT_009_001
parameter_name,Percent time in light
pvalue,0.584109
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_accession_id,MGI:1924315
