gene_symbol,Nucks1
mouse_strain,C57BL
parameter_id,JAXLA_CSD_021_001
mouse_life_stage,Early adult
parameter_name,Hindlimbs - shape
analysis_id,q2a2zwxb8mkzlp6
gene_accession_id,MGI:1934811
pvalue,0.8798926
