gene_symbol,Trpa1
parameter_id,M-G-P_005_001_004
mouse_life_stage,Early adult
pvalue,0.1859609
gene_accession_id,MGI:3522699
parameter_name,Bone Mineral Density (excluding skull)
mouse_strain,C57BL
analysis_id,8yr3w225c6b2f7n
