parameter_id,ESLIM_011_001_010
mouse_strain,B6J
gene_symbol,Nr0b2
mouse_life_stage,Early adult
analysis_id,2bc61oxn2051j44
gene_accession_id,MGI:1346344
pvalue,0.7231361
parameter_name,PP4 + pulse startle magnitude
