parameter_id,UCD_OWT_003_001
mouse_life_stage,E15.5
pvalue,0.5008758
gene_accession_id,MGI:2444554
analysis_id,pl9097g39w3q849
gene_symbol,Mapkap1
mouse_strain,C57BL
parameter_name,Spleen weight
