gene_symbol,Slc30a4
mouse_strain,C57BL
gene_accession_id,MGI:1345282
mouse_life_stage,Early adult
parameter_id,HMGULA_HWT_008_001
parameter_name,Heart weight
analysis_id,27me87q7k3cy4sf
pvalue,0.7472524
