parameter_id,IMPC_CBC_013_001
analysis_id,x853037b631325f
mouse_life_stage,Early adult
gene_symbol,Gpbp1l1
parameter_name,Alanine aminotransferase
pvalue,0.5264982
mouse_strain,C57BL
gene_accession_id,MGI:1924360
