gene_symbol,Ahcy
mouse_strain,C57BL
analysis_id,go47xuu89g275f2
mouse_life_stage,E9.5
parameter_name,Fasted blood glucose concentration
parameter_id,IMPC_IPG_010_001
gene_accession_id,MGI:87968
pvalue,0.7193282
