gene_symbol,Cntfr
parameter_id,MGP_IMM_066_001
parameter_name,CD11b-high cDC - % of cDC
gene_accession_id,MGI:99605
mouse_strain,C57BL
analysis_id,94n5c1z8qqfw89w
mouse_life_stage,Early adult
pvalue,0.9357084
