parameter_id,IMPC_ECG_010_001
gene_symbol,Traf6
pvalue,0.5050118
analysis_id,jel661zl4ytk3y9
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,HRV
gene_accession_id,MGI:108072
