parameter_id,MGP_PBI_040_001
gene_symbol,Lamb3
gene_accession_id,MGI:99915
pvalue,0.9887711
mouse_strain,C57BL
parameter_name,Eosinophil number
analysis_id,6h347k08jf5anu4
mouse_life_stage,Early adult
