gene_symbol,Bcs1l
analysis_id,9l2ei4rq170852y
mouse_strain,C57BL
parameter_id,IMPC_EYE_059_001
gene_accession_id,MGI:1914071
pvalue,0.2877974
mouse_life_stage,E9.5
parameter_name,Mean right eye lens density
