parameter_id,M-G-P_020_001_001
mouse_life_stage,Early adult
pvalue,0.5612584
gene_symbol,Pld1
analysis_id,7cw3rh10655ckt5
gene_accession_id,MGI:109585
parameter_name,Body Weight
mouse_strain,C57BL
