mouse_life_stage,Early adult
gene_accession_id,MGI:88328
parameter_id,MGP_MLN_093_001
parameter_name,KLRG1+ NK cells - % of CD45+
pvalue,0.09774631
analysis_id,da3173d134om6hv
mouse_strain,C57BL
gene_symbol,Tnfsf8
