parameter_id,JAX_SLW_014_001
gene_accession_id,MGI:105072
analysis_id,wv5fyv0si5i2p9z
pvalue,0.4264345
mouse_strain,C57BL
gene_symbol,Rab22a
parameter_name,Breath rate during sleep standard deviation
mouse_life_stage,Early adult
