parameter_id,IMPC_ECH_008_001
gene_accession_id,MGI:95457
pvalue,0.7392235
mouse_life_stage,E12.5
gene_symbol,Mecom
mouse_strain,C57BL
parameter_name,LVIDd
analysis_id,06t783490446gi6
