parameter_id,HRWLLA_OFD_011_001
gene_accession_id,MGI:88461
mouse_strain,C57BL
analysis_id,9i561x92lz5l96z
pvalue,0.9850477
mouse_life_stage,Early adult
gene_symbol,Col6a3
parameter_name,Periphery resting time
