mouse_life_stage,E15.5
parameter_name,Corneal vascularization
analysis_id,00z5wl9q33l4r2e
pvalue,0.7301554
parameter_id,IMPC_EYE_009_001
mouse_strain,C57BL
gene_accession_id,MGI:95457
gene_symbol,Mecom
