gene_symbol,Plcb1
pvalue,0.1354987
mouse_strain,C57BL
parameter_id,MGP_IMM_110_001
gene_accession_id,MGI:97613
parameter_name,Transitional 1 B cells - % of CD45+
mouse_life_stage,Late adult
analysis_id,8i7y84ear3s6913
