gene_symbol,Hnf4a
mouse_strain,C57BL
parameter_name,Ulna
analysis_id,rn0d07pqt3t32cn
pvalue,0.4783716
gene_accession_id,MGI:109128
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_023_001
