parameter_id,M-G-P_014_001_009
parameter_name,lens
pvalue,0.2144225
mouse_life_stage,Early adult
gene_accession_id,MGI:1914256
gene_symbol,Cisd2
analysis_id,e83t96t93h2btbg
mouse_strain,C57BL
