gene_symbol,Zmynd8
parameter_id,IMPC_IMM_004_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
pvalue,0.5276106
parameter_name,NKT cells (panel A)
mouse_strain,129SV
analysis_id,u40c912k1e22tr6
