parameter_id,ESLIM_016_001_003
pvalue,0.6061796
analysis_id,7361mpi83m4j762
mouse_strain,C57BL
parameter_name,Haemoglobin
mouse_life_stage,Early adult
gene_symbol,Wars2
gene_accession_id,MGI:1917810
