gene_symbol,Bmi1
pvalue,0.5402724
mouse_strain,C57BL
mouse_life_stage,E15.5
analysis_id,v26ys05tfq22lz8
parameter_name,Mean cell volume
parameter_id,IMPC_HEM_005_001
gene_accession_id,MGI:88174
