mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.8278031
gene_symbol,Dnajc8
parameter_name,Thoracic processes
parameter_id,IMPC_XRY_064_001
analysis_id,nu99e9jk9601s4z
gene_accession_id,MGI:1915848
