parameter_id,IMPC_IMM_004_002
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
gene_accession_id,MGI:88461
pvalue,0.8694194
analysis_id,24bbxw16r21y3t0
mouse_life_stage,Early adult
gene_symbol,Col6a3
mouse_strain,C57BL
