gene_symbol,Snap23
pvalue,0.536468
parameter_id,JAXLA_CSD_077_001
gene_accession_id,MGI:109356
mouse_life_stage,Middle aged adult
parameter_name,Contact righting
analysis_id,o2zo4at47317zb0
mouse_strain,C57BL
