gene_symbol,Dmap1
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.06252648
analysis_id,1t43z71p8t920vg
gene_accession_id,MGI:1913483
parameter_id,M-G-P_026_001_004
parameter_name,Coat colouration
