parameter_name,Eye
gene_symbol,Ola1
pvalue,0.2141094
parameter_id,IMPC_EYE_001_001
analysis_id,8knl7ok5e198j1m
gene_accession_id,MGI:1914309
mouse_life_stage,Early adult
mouse_strain,C57BL
