gene_symbol,Ahcy
analysis_id,rat7ei0aypy1543
mouse_strain,C57BL
pvalue,1.374959
mouse_life_stage,E9.5
parameter_id,IMPC_XRY_067_001
parameter_name,Caudal processes
gene_accession_id,MGI:87968
