gene_symbol,Etfdh
pvalue,0.2693952
parameter_id,IMPC_IMM_073_001
analysis_id,418051w0c741j1z
parameter_name,cDCs CD11b Type
gene_accession_id,MGI:106100
mouse_strain,C57BL
mouse_life_stage,Early adult
