gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,ESLIM_008_001_001
pvalue,0.4721244
parameter_name,Body position
analysis_id,316raxs318qy749
